  -1.00000000      0.186205730    
 -0.923076928       1.62617601E-02
 -0.846153855     -0.159648612    
 -0.769230783     -0.276984364    
 -0.692307711     -0.292695403    
 -0.615384638     -0.201017380    
 -0.538461566      -3.55866738E-02
 -0.461538464       6.95364475E-02
 -0.384615391      0.169293284    
 -0.307692319      0.286522985    
 -0.230769232      0.424286008    
 -0.153846160      0.586178899    
  -7.69230798E-02  0.776427984    
   0.00000000       1.00000000    
   7.69230798E-02  0.853846133    
  0.153846160      0.707692266    
  0.230769232      0.561538458    
  0.307692319      0.415384591    
  0.384615391      0.269230783    
  0.461538464      0.123076916    
  0.538461566      -2.30770111E-02
  0.615384638     -0.169230819    
  0.692307711     -0.315384626    
  0.769230783     -0.461538434    
  0.846153855     -0.607692361    
  0.923076928     -0.753846169    
   1.00000000     -0.899999976    
